X.BioGRID.Interaction.ID,Entrez.Gene.Interactor.A,Entrez.Gene.Interactor.B,BioGRID.ID.Interactor.A,BioGRID.ID.Interactor.B,Systematic.Name.Interactor.A,Systematic.Name.Interactor.B,Official.Symbol.Interactor.A,Official.Symbol.Interactor.B,Synonyms.Interactor.A,Synonyms.Interactor.B,Experimental.System,Experimental.System.Type,Author,Pubmed.ID,Organism.Interactor.A,Organism.Interactor.B,Throughput,Score,Modification,Phenotypes,Qualifications,Tags,Source.Database,ENSEMBL_A,ENSEMBL_B
2265474,5270,5327,111288,111343,-,-,SERPINE2,PLAT,GDN|GDNPF|PI-7|PI7|PN-1|PN1|PNI,T-PA|TPA,Affinity Capture-MS,physical,Huttlin EL (2017),28514442,9606,9606,High Throughput,0.835763985,-,-,"Quantitative scores are a modified CompPASS score derived from Sowa et al., Cell, 2009 (PMID 19615732). The cut-off threshold is > 0.75.",-,BIOGRID,ENSG00000135919,ENSG00000104368
2265577,8797,92,114325,106607,-,-,TNFRSF10A,ACVR2A,APO2|CD261|DR4|TRAILR-1|TRAILR1,ACTRII|ACVR2,Affinity Capture-MS,physical,Huttlin EL (2017),28514442,9606,9606,High Throughput,0.834400238,-,-,"Quantitative scores are a modified CompPASS score derived from Sowa et al., Cell, 2009 (PMID 19615732). The cut-off threshold is > 0.75.",-,BIOGRID,ENSG00000104689,ENSG00000121989
2265643,51704,506,119688,106994,-,-,GPRC5B,ATP5B,RAIG-2|RAIG2,ATPMB|ATPSB|HEL-S-271,Affinity Capture-MS,physical,Huttlin EL (2017),28514442,9606,9606,High Throughput,0.833801034,-,-,"Quantitative scores are a modified CompPASS score derived from Sowa et al., Cell, 2009 (PMID 19615732). The cut-off threshold is > 0.75.",-,BIOGRID,ENSG00000167191,ENSG00000110955
2265657,7476,811,113313,107262,-,-,WNT7A,CALR,-,CRT|HEL-S-99n|RO|SSA|cC1qR,Affinity Capture-MS,physical,Huttlin EL (2017),28514442,9606,9606,High Throughput,0.83363823,-,-,"Quantitative scores are a modified CompPASS score derived from Sowa et al., Cell, 2009 (PMID 19615732). The cut-off threshold is > 0.75.",-,BIOGRID,ENSG00000154764,ENSG00000179218
2265869,5817,79465,111775,122673,-,RP11-472G23.5,PVR,ULBP3,CD155|HVED|NECL5|Necl-5|PVS|TAGE4,RAET1N,Affinity Capture-MS,physical,Huttlin EL (2017),28514442,9606,9606,High Throughput,0.83144032,-,-,"Quantitative scores are a modified CompPASS score derived from Sowa et al., Cell, 2009 (PMID 19615732). The cut-off threshold is > 0.75.",-,BIOGRID,ENSG00000073008,ENSG00000131019
2265912,10917,949,116122,107387,UNQ744/PRO1472,-,BTNL3,SCARB1,BTN9.1|BTNLR,CD36L1|CLA-1|CLA1|HDLQTL6|SR-BI|SRB1,Affinity Capture-MS,physical,Huttlin EL (2017),28514442,9606,9606,High Throughput,0.831019225,-,-,"Quantitative scores are a modified CompPASS score derived from Sowa et al., Cell, 2009 (PMID 19615732). The cut-off threshold is > 0.75.",-,BIOGRID,ENSG00000168903,ENSG00000073060
2265933,910,3105,107348,109350,RP11-101J8.4,DAQB-90C11.16-002,CD1B,HLA-A,CD1|CD1A|R1,HLAA,Affinity Capture-MS,physical,Huttlin EL (2017),28514442,9606,9606,High Throughput,0.830780963,-,-,"Quantitative scores are a modified CompPASS score derived from Sowa et al., Cell, 2009 (PMID 19615732). The cut-off threshold is > 0.75.|Re-analysis of the data from the first paper, The BioPlex Network: A Systematic Exploration of the Human Interactome, PUBMED:26186194",-,BIOGRID,ENSG00000158485,ENSG00000206503
2266010,910,8754,107348,114290,RP11-101J8.4,-,CD1B,ADAM9,CD1|CD1A|R1,CORD9|MCMP|MDC9|Mltng,Affinity Capture-MS,physical,Huttlin EL (2017),28514442,9606,9606,High Throughput,0.830093729,-,-,"Quantitative scores are a modified CompPASS score derived from Sowa et al., Cell, 2009 (PMID 19615732). The cut-off threshold is > 0.75.|Re-analysis of the data from the first paper, The BioPlex Network: A Systematic Exploration of the Human Interactome, PUBMED:26186194",-,BIOGRID,ENSG00000158485,ENSG00000168615
2266040,3107,949,109352,107387,XXbac-BCX101P6.2,-,HLA-C,SCARB1,D6S204|HLA-JY3|HLC-C|PSORS1,CD36L1|CLA-1|CLA1|HDLQTL6|SR-BI|SRB1,Affinity Capture-MS,physical,Huttlin EL (2017),28514442,9606,9606,High Throughput,0.829643631,-,-,"Quantitative scores are a modified CompPASS score derived from Sowa et al., Cell, 2009 (PMID 19615732). The cut-off threshold is > 0.75.|Re-analysis of the data from the first paper, The BioPlex Network: A Systematic Exploration of the Human Interactome, PUBMED:26186194",-,BIOGRID,ENSG00000204525,ENSG00000073060
2266136,910,11120,107348,116295,RP11-101J8.4,CTA-14H9.1,CD1B,BTN2A1,CD1|CD1A|R1,BK14H9.1|BT2.1|BTF1|BTN2.1|DJ3E1.1,Affinity Capture-MS,physical,Huttlin EL (2017),28514442,9606,9606,High Throughput,0.828513569,-,-,"Quantitative scores are a modified CompPASS score derived from Sowa et al., Cell, 2009 (PMID 19615732). The cut-off threshold is > 0.75.",-,BIOGRID,ENSG00000158485,ENSG00000112763
2266285,3115,10961,109360,116160,DADB-22N23.4,-,HLA-DPB1,ERP29,DPB1|HLA-DP|HLA-DP1B|HLA-DPB,C12orf8|ERp28|ERp31|HEL-S-107|PDI-DB|PDIA9,Affinity Capture-MS,physical,Huttlin EL (2017),28514442,9606,9606,High Throughput,0.826955056,-,-,"Quantitative scores are a modified CompPASS score derived from Sowa et al., Cell, 2009 (PMID 19615732). The cut-off threshold is > 0.75.",-,BIOGRID,ENSG00000223865,ENSG00000089248
2266314,10748,8323,115971,113919,-,-,KLRAP1,FZD6,KLRA#|KLRA1|LY49L|Ly-49L|Ly49,FZ-6|FZ6|HFZ6|NDNC10,Affinity Capture-MS,physical,Huttlin EL (2017),28514442,9606,9606,High Throughput,0.826654058,-,-,"Quantitative scores are a modified CompPASS score derived from Sowa et al., Cell, 2009 (PMID 19615732). The cut-off threshold is > 0.75.|Re-analysis of the data from the first paper, The BioPlex Network: A Systematic Exploration of the Human Interactome, PUBMED:26186194",-,BIOGRID,NA,ENSG00000164930
2266350,11211,8829,116380,114356,-,RP11-342D11.1,FZD10,NRP1,CD350|FZ-10|Fz10|FzE7|hFz10,BDCA4|CD304|NP1|NRP|VEGF165R,Affinity Capture-MS,physical,Huttlin EL (2017),28514442,9606,9606,High Throughput,0.826291939,-,-,"Quantitative scores are a modified CompPASS score derived from Sowa et al., Cell, 2009 (PMID 19615732). The cut-off threshold is > 0.75.",-,BIOGRID,ENSG00000111432,ENSG00000099250
2266603,11045,11079,116233,116262,-,RP4-740C4.2,UPK1A,RER1,TSPAN21|UP1A|UPIA|UPKA,-,Affinity Capture-MS,physical,Huttlin EL (2017),28514442,9606,9606,High Throughput,0.823587309,-,-,"Quantitative scores are a modified CompPASS score derived from Sowa et al., Cell, 2009 (PMID 19615732). The cut-off threshold is > 0.75.",-,BIOGRID,ENSG00000105668,ENSG00000157916
2266764,14,59272,106532,121864,-,UNQ868/PRO1885,AAMP,ACE2,-,ACEH,Affinity Capture-MS,physical,Huttlin EL (2017),28514442,9606,9606,High Throughput,0.821892143,-,-,"Quantitative scores are a modified CompPASS score derived from Sowa et al., Cell, 2009 (PMID 19615732). The cut-off threshold is > 0.75.|Re-analysis of the data from the first paper, The BioPlex Network: A Systematic Exploration of the Human Interactome, PUBMED:26186194",-,BIOGRID,ENSG00000127837,ENSG00000130234
2266903,375387,3309,131978,109541,UNQ3030/PRO9833,-,NRROS,HSPA5,ELLP3030|GARPL1|LRRC33|UNQ3030,BIP|GRP78|HEL-S-89n|MIF2,Affinity Capture-MS,physical,Huttlin EL (2017),28514442,9606,9606,High Throughput,0.820185995,-,-,"Quantitative scores are a modified CompPASS score derived from Sowa et al., Cell, 2009 (PMID 19615732). The cut-off threshold is > 0.75.",-,BIOGRID,ENSG00000174004,ENSG00000044574
2267108,3598,1605,109812,107975,-,-,IL13RA2,DAG1,CD213A2|CT19|IL-13R|IL13BP,156DAG|A3a|AGRNR|DAG|MDDGC7|MDDGC9,Affinity Capture-MS,physical,Huttlin EL (2017),28514442,9606,9606,High Throughput,0.81759239,-,-,"Quantitative scores are a modified CompPASS score derived from Sowa et al., Cell, 2009 (PMID 19615732). The cut-off threshold is > 0.75.",-,BIOGRID,ENSG00000123496,ENSG00000173402
2267147,3554,657,109770,107125,-,-,IL1R1,BMPR1A,CD121A|D2S1473|IL-1R-alpha|IL1R|IL1RA|P80,10q23del|ACVRLK3|ALK3|CD292|SKR5,Affinity Capture-MS,physical,Huttlin EL (2017),28514442,9606,9606,High Throughput,0.817128508,-,-,"Quantitative scores are a modified CompPASS score derived from Sowa et al., Cell, 2009 (PMID 19615732). The cut-off threshold is > 0.75.",-,BIOGRID,ENSG00000115594,ENSG00000107779
2267280,4907,7852,110962,113607,RP11-321N4.1,-,NT5E,CXCR4,CALJA|CD73|E5NT|NT|NT5|NTE|eN|eNT,CD184|D2S201E|FB22|HM89|HSY3RR|LAP-3|LAP3|LCR1|LESTR|NPY3R|NPYR|NPYRL|NPYY3R|WHIM,Affinity Capture-MS,physical,Huttlin EL (2017),28514442,9606,9606,High Throughput,0.815549949,-,-,"Quantitative scores are a modified CompPASS score derived from Sowa et al., Cell, 2009 (PMID 19615732). The cut-off threshold is > 0.75.",-,BIOGRID,ENSG00000135318,ENSG00000121966
2267380,506,93974,106994,125063,-,RP5-1092A3.1,ATP5B,ATPIF1,ATPMB|ATPSB|HEL-S-271,ATPI|ATPIP|IP,Affinity Capture-MS,physical,Huttlin EL (2017),28514442,9606,9606,High Throughput,0.81414674,-,-,"Quantitative scores are a modified CompPASS score derived from Sowa et al., Cell, 2009 (PMID 19615732). The cut-off threshold is > 0.75.",-,BIOGRID,ENSG00000110955,ENSG00000130770
2267385,9466,4512,114852,110615,UNQ296/PRO336,-,IL27RA,COX1,CRL1|IL-27RA|IL27R|TCCR|WSX1|zcytor1,COI|MTCO1,Affinity Capture-MS,physical,Huttlin EL (2017),28514442,9606,9606,High Throughput,0.814096629,-,-,"Quantitative scores are a modified CompPASS score derived from Sowa et al., Cell, 2009 (PMID 19615732). The cut-off threshold is > 0.75.",-,BIOGRID,ENSG00000104998,NA
2267541,78999,57622,122470,121668,-,-,LRFN4,LRFN1,FIGLER6|SALM3|SALM3.,SALM2,Affinity Capture-MS,physical,Huttlin EL (2017),28514442,9606,9606,High Throughput,0.812522435,-,-,"Quantitative scores are a modified CompPASS score derived from Sowa et al., Cell, 2009 (PMID 19615732). The cut-off threshold is > 0.75.",-,BIOGRID,ENSG00000173621,ENSG00000128011
2267878,9034,3493,114500,109714,-,-,CCRL2,IGHA1,ACKR5|CKRX|CRAM|CRAM-A|CRAM-B|HCR,IgA1,Affinity Capture-MS,physical,Huttlin EL (2017),28514442,9606,9606,High Throughput,0.809001025,-,-,"Quantitative scores are a modified CompPASS score derived from Sowa et al., Cell, 2009 (PMID 19615732). The cut-off threshold is > 0.75.|Re-analysis of the data from the first paper, The BioPlex Network: A Systematic Exploration of the Human Interactome, PUBMED:26186194",-,BIOGRID,ENSG00000121797,NA
2268040,57119,3309,121383,109541,RP3-461P17.1,-,EPPIN,HSPA5,CT71|CT72|SPINLW1|WAP7|WFDC7|dJ461P17.2,BIP|GRP78|HEL-S-89n|MIF2,Affinity Capture-MS,physical,Huttlin EL (2017),28514442,9606,9606,High Throughput,0.807236259,-,-,"Quantitative scores are a modified CompPASS score derived from Sowa et al., Cell, 2009 (PMID 19615732). The cut-off threshold is > 0.75.",-,BIOGRID,ENSG00000101448,ENSG00000044574
2268089,347730,22883,131480,116550,UNQ675/PRO1309,RP11-558F24.5,LRRTM1,CLSTN1,-,ALC-ALPHA|CDHR12|CST-1|CSTN1|PIK3CD|XB31alpha|alcalpha1|alcalpha2,Affinity Capture-MS,physical,Huttlin EL (2017),28514442,9606,9606,High Throughput,0.806705582,-,-,"Quantitative scores are a modified CompPASS score derived from Sowa et al., Cell, 2009 (PMID 19615732). The cut-off threshold is > 0.75.",-,BIOGRID,ENSG00000162951,ENSG00000171603
2268403,80099,1889,123113,108218,tcag7.708,RP3-329E20.1,C7orf69,ECE1,-,ECE,Affinity Capture-MS,physical,Huttlin EL (2017),28514442,9606,9606,High Throughput,0.803429957,-,-,"Quantitative scores are a modified CompPASS score derived from Sowa et al., Cell, 2009 (PMID 19615732). The cut-off threshold is > 0.75.",-,BIOGRID,NA,ENSG00000117298
2268679,56650,657,121164,107125,HSPC174,-,CLDND1,BMPR1A,C3orf4|GENX-3745,10q23del|ACVRLK3|ALK3|CD292|SKR5,Affinity Capture-MS,physical,Huttlin EL (2017),28514442,9606,9606,High Throughput,0.79969929,-,-,"Quantitative scores are a modified CompPASS score derived from Sowa et al., Cell, 2009 (PMID 19615732). The cut-off threshold is > 0.75.|Re-analysis of the data from the first paper, The BioPlex Network: A Systematic Exploration of the Human Interactome, PUBMED:26186194",-,BIOGRID,ENSG00000080822,ENSG00000107779
2268702,3113,1191,109358,107603,DAAP-277G18.1,AAG4,HLA-DPA1,CLU,DP(W3)|DP(W4)|HLA-DP1A|HLADP|HLASB|PLT1,APO-J|APOJ|CLI|CLU1|CLU2|KUB1|NA1/NA2|SGP-2|SGP2|SP-40|TRPM-2|TRPM2,Affinity Capture-MS,physical,Huttlin EL (2017),28514442,9606,9606,High Throughput,0.799396285,-,-,"Quantitative scores are a modified CompPASS score derived from Sowa et al., Cell, 2009 (PMID 19615732). The cut-off threshold is > 0.75.|Re-analysis of the data from the first paper, The BioPlex Network: A Systematic Exploration of the Human Interactome, PUBMED:26186194",-,BIOGRID,ENSG00000231389,ENSG00000120885
2269123,79908,5738,122991,111710,UNQ702/PRO1347,-,BTNL8,PTGFRN,BTN9.2,CD315|CD9P-1|EWI-F|FPRP|SMAP-6,Affinity Capture-MS,physical,Huttlin EL (2017),28514442,9606,9606,High Throughput,0.794704467,-,-,"Quantitative scores are a modified CompPASS score derived from Sowa et al., Cell, 2009 (PMID 19615732). The cut-off threshold is > 0.75.|Re-analysis of the data from the first paper, The BioPlex Network: A Systematic Exploration of the Human Interactome, PUBMED:26186194",-,BIOGRID,ENSG00000113303,ENSG00000134247
2269176,973,4059,107411,110237,-,-,CD79A,BCAM,IGA|MB-1,AU|CD239|LU|MSK19,Affinity Capture-MS,physical,Huttlin EL (2017),28514442,9606,9606,High Throughput,0.794155339,-,-,"Quantitative scores are a modified CompPASS score derived from Sowa et al., Cell, 2009 (PMID 19615732). The cut-off threshold is > 0.75.",-,BIOGRID,ENSG00000105369,ENSG00000187244
2269199,11211,3956,116380,110147,-,-,FZD10,LGALS1,CD350|FZ-10|Fz10|FzE7|hFz10,GAL1|GBP,Affinity Capture-MS,physical,Huttlin EL (2017),28514442,9606,9606,High Throughput,0.793899512,-,-,"Quantitative scores are a modified CompPASS score derived from Sowa et al., Cell, 2009 (PMID 19615732). The cut-off threshold is > 0.75.",-,BIOGRID,ENSG00000111432,ENSG00000100097
2269305,1902,3958,108226,110149,RP11-104M22.2,-,LPAR1,LGALS3,EDG2|GPR26|Gpcr26|LPA1|Mrec1.3|VZG1|edg-2|rec.1.3|vzg-1,CBP35|GAL3|GALBP|GALIG|L31|LGALS2|MAC2,Affinity Capture-MS,physical,Huttlin EL (2017),28514442,9606,9606,High Throughput,0.792557551,-,-,"Quantitative scores are a modified CompPASS score derived from Sowa et al., Cell, 2009 (PMID 19615732). The cut-off threshold is > 0.75.|Re-analysis of the data from the first paper, The BioPlex Network: A Systematic Exploration of the Human Interactome, PUBMED:26186194",-,BIOGRID,ENSG00000198121,ENSG00000131981
2269408,5133,657,111160,107125,-,-,PDCD1,BMPR1A,CD279|PD-1|PD1|SLEB2|hPD-1|hPD-l|hSLE1,10q23del|ACVRLK3|ALK3|CD292|SKR5,Affinity Capture-MS,physical,Huttlin EL (2017),28514442,9606,9606,High Throughput,0.79144823,-,-,"Quantitative scores are a modified CompPASS score derived from Sowa et al., Cell, 2009 (PMID 19615732). The cut-off threshold is > 0.75.",-,BIOGRID,ENSG00000188389,ENSG00000107779
2269533,133396,3958,126357,110149,UNQ6368/PRO21073/PRO21384,-,IL31RA,LGALS3,CRL|CRL3|GLM-R|GLMR|GPL|IL-31RA|PLCA2|PRO21384|hGLM-R,CBP35|GAL3|GALBP|GALIG|L31|LGALS2|MAC2,Affinity Capture-MS,physical,Huttlin EL (2017),28514442,9606,9606,High Throughput,0.79021456,-,-,"Quantitative scores are a modified CompPASS score derived from Sowa et al., Cell, 2009 (PMID 19615732). The cut-off threshold is > 0.75.",-,BIOGRID,ENSG00000164509,ENSG00000131981
2269569,1006,5663,107441,111642,-,-,CDH8,PSEN1,Nbla04261,AD3|FAD|PS-1|PS1|S182,Affinity Capture-MS,physical,Huttlin EL (2017),28514442,9606,9606,High Throughput,0.789766622,-,-,"Quantitative scores are a modified CompPASS score derived from Sowa et al., Cell, 2009 (PMID 19615732). The cut-off threshold is > 0.75.",-,BIOGRID,ENSG00000150394,ENSG00000080815
2270664,9466,23654,114852,117178,UNQ296/PRO336,RP3-402G11.19-002,IL27RA,PLXNB2,CRL1|IL-27RA|IL27R|TCCR|WSX1|zcytor1,MM1|Nbla00445|PLEXB2|dJ402G11.3,Affinity Capture-MS,physical,Huttlin EL (2017),28514442,9606,9606,High Throughput,0.776633037,-,-,"Quantitative scores are a modified CompPASS score derived from Sowa et al., Cell, 2009 (PMID 19615732). The cut-off threshold is > 0.75.",-,BIOGRID,ENSG00000104998,ENSG00000196576
2270880,9466,8829,114852,114356,UNQ296/PRO336,RP11-342D11.1,IL27RA,NRP1,CRL1|IL-27RA|IL27R|TCCR|WSX1|zcytor1,BDCA4|CD304|NP1|NRP|VEGF165R,Affinity Capture-MS,physical,Huttlin EL (2017),28514442,9606,9606,High Throughput,0.773942072,-,-,"Quantitative scores are a modified CompPASS score derived from Sowa et al., Cell, 2009 (PMID 19615732). The cut-off threshold is > 0.75.",-,BIOGRID,ENSG00000104998,ENSG00000099250
2271114,5159,657,111185,107125,-,-,PDGFRB,BMPR1A,CD140B|IBGC4|IMF1|JTK12|PDGFR|PDGFR-1|PDGFR1,10q23del|ACVRLK3|ALK3|CD292|SKR5,Affinity Capture-MS,physical,Huttlin EL (2017),28514442,9606,9606,High Throughput,0.771070624,-,-,"Quantitative scores are a modified CompPASS score derived from Sowa et al., Cell, 2009 (PMID 19615732). The cut-off threshold is > 0.75.",-,BIOGRID,ENSG00000113721,ENSG00000107779
2271207,6382,4684,112284,110764,-,-,SDC1,NCAM1,CD138|SDC|SYND1|syndecan,CD56|MSK39|NCAM,Affinity Capture-MS,physical,Huttlin EL (2017),28514442,9606,9606,High Throughput,0.770023683,-,-,"Quantitative scores are a modified CompPASS score derived from Sowa et al., Cell, 2009 (PMID 19615732). The cut-off threshold is > 0.75.",-,BIOGRID,ENSG00000115884,ENSG00000149294
2271401,79908,23654,122991,117178,UNQ702/PRO1347,RP3-402G11.19-002,BTNL8,PLXNB2,BTN9.2,MM1|Nbla00445|PLEXB2|dJ402G11.3,Affinity Capture-MS,physical,Huttlin EL (2017),28514442,9606,9606,High Throughput,0.767628485,-,-,"Quantitative scores are a modified CompPASS score derived from Sowa et al., Cell, 2009 (PMID 19615732). The cut-off threshold is > 0.75.|Re-analysis of the data from the first paper, The BioPlex Network: A Systematic Exploration of the Human Interactome, PUBMED:26186194",-,BIOGRID,ENSG00000113303,ENSG00000196576
2271407,9388,2719,114788,108983,UNQ387/PRO719,AC002420.1,LIPG,GPC3,EDL|EL|PRO719,DGSX|GTR2-2|MXR7|OCI-5|SDYS|SGB|SGBS|SGBS1,Affinity Capture-MS,physical,Huttlin EL (2017),28514442,9606,9606,High Throughput,0.767575417,-,-,"Quantitative scores are a modified CompPASS score derived from Sowa et al., Cell, 2009 (PMID 19615732). The cut-off threshold is > 0.75.",-,BIOGRID,ENSG00000101670,ENSG00000147257
2271454,84818,3679,124278,109885,UNQ6118/PRO20040/PRO38901,UNQ406/PRO768,IL17RC,ITGA7,IL17-RL|IL17RL,-,Affinity Capture-MS,physical,Huttlin EL (2017),28514442,9606,9606,High Throughput,0.767122413,-,-,"Quantitative scores are a modified CompPASS score derived from Sowa et al., Cell, 2009 (PMID 19615732). The cut-off threshold is > 0.75.",-,BIOGRID,ENSG00000163702,ENSG00000135424
2271460,3115,3416,109360,109642,DADB-22N23.4,RP11-366I13.1,HLA-DPB1,IDE,DPB1|HLA-DP|HLA-DP1B|HLA-DPB,INSULYSIN,Affinity Capture-MS,physical,Huttlin EL (2017),28514442,9606,9606,High Throughput,0.767091464,-,-,"Quantitative scores are a modified CompPASS score derived from Sowa et al., Cell, 2009 (PMID 19615732). The cut-off threshold is > 0.75.",-,BIOGRID,ENSG00000223865,ENSG00000119912
2271678,3122,3123,109367,109368,DASS-397D15.1,XXbac-BPG161M6.1,HLA-DRA,HLA-DRB1,HLA-DRA1|MLRW,DRB1|DRw10|HLA-DR1B|HLA-DRB|SS1,Affinity Capture-MS,physical,Huttlin EL (2017),28514442,9606,9606,High Throughput,0.764197794,-,-,"Quantitative scores are a modified CompPASS score derived from Sowa et al., Cell, 2009 (PMID 19615732). The cut-off threshold is > 0.75.|Re-analysis of the data from the first paper, The BioPlex Network: A Systematic Exploration of the Human Interactome, PUBMED:26186194",-,BIOGRID,ENSG00000204287,ENSG00000196126
2271772,3113,51162,109358,119343,DAAP-277G18.1,RP11-251M1.2,HLA-DPA1,EGFL7,DP(W3)|DP(W4)|HLA-DP1A|HLADP|HLASB|PLT1,NEU1|VE-STATIN|ZNEU1,Affinity Capture-MS,physical,Huttlin EL (2017),28514442,9606,9606,High Throughput,0.762996823,-,-,"Quantitative scores are a modified CompPASS score derived from Sowa et al., Cell, 2009 (PMID 19615732). The cut-off threshold is > 0.75.|Re-analysis of the data from the first paper, The BioPlex Network: A Systematic Exploration of the Human Interactome, PUBMED:26186194",-,BIOGRID,ENSG00000231389,ENSG00000172889
2271790,133396,10544,126357,115797,UNQ6368/PRO21073/PRO21384,-,IL31RA,PROCR,CRL|CRL3|GLM-R|GLMR|GPL|IL-31RA|PLCA2|PRO21384|hGLM-R,CCCA|CCD41|EPCR,Affinity Capture-MS,physical,Huttlin EL (2017),28514442,9606,9606,High Throughput,0.762802835,-,-,"Quantitative scores are a modified CompPASS score derived from Sowa et al., Cell, 2009 (PMID 19615732). The cut-off threshold is > 0.75.",-,BIOGRID,ENSG00000164509,ENSG00000101000
2272073,6504,8754,112395,114290,RP11-528G1.4,-,SLAMF1,ADAM9,CD150|CDw150|SLAM,CORD9|MCMP|MDC9|Mltng,Affinity Capture-MS,physical,Huttlin EL (2017),28514442,9606,9606,High Throughput,0.759119676,-,-,"Quantitative scores are a modified CompPASS score derived from Sowa et al., Cell, 2009 (PMID 19615732). The cut-off threshold is > 0.75.",-,BIOGRID,ENSG00000117090,ENSG00000168615
2272350,340348,4478,131040,110584,-,-,TSPAN33,MSN,PEN|PEN.|TSPAN-33,HEL70,Affinity Capture-MS,physical,Huttlin EL (2017),28514442,9606,9606,High Throughput,0.755716712,-,-,"Quantitative scores are a modified CompPASS score derived from Sowa et al., Cell, 2009 (PMID 19615732). The cut-off threshold is > 0.75.|Re-analysis of the data from the first paper, The BioPlex Network: A Systematic Exploration of the Human Interactome, PUBMED:26186194",-,BIOGRID,ENSG00000158457,ENSG00000147065
2272506,54361,3309,119939,109541,RP1-224A6.7,-,WNT4,HSPA5,SERKAL|WNT-4,BIP|GRP78|HEL-S-89n|MIF2,Affinity Capture-MS,physical,Huttlin EL (2017),28514442,9606,9606,High Throughput,0.753728326,-,-,"Quantitative scores are a modified CompPASS score derived from Sowa et al., Cell, 2009 (PMID 19615732). The cut-off threshold is > 0.75.|Re-analysis of the data from the first paper, The BioPlex Network: A Systematic Exploration of the Human Interactome, PUBMED:26186194",-,BIOGRID,ENSG00000162552,ENSG00000044574
2272541,7476,3949,113313,110141,-,-,WNT7A,LDLR,-,FH|FHC|LDLCQ2,Affinity Capture-MS,physical,Huttlin EL (2017),28514442,9606,9606,High Throughput,0.753261932,-,-,"Quantitative scores are a modified CompPASS score derived from Sowa et al., Cell, 2009 (PMID 19615732). The cut-off threshold is > 0.75.",-,BIOGRID,ENSG00000154764,ENSG00000130164
2272783,9170,3958,114611,110149,-,-,LPAR2,LGALS3,EDG-4|EDG4|LPA-2|LPA2,CBP35|GAL3|GALBP|GALIG|L31|LGALS2|MAC2,Affinity Capture-MS,physical,Huttlin EL (2017),28514442,9606,9606,High Throughput,0.750053522,-,-,"Quantitative scores are a modified CompPASS score derived from Sowa et al., Cell, 2009 (PMID 19615732). The cut-off threshold is > 0.75.",-,BIOGRID,ENSG00000064547,ENSG00000131981
2297622,3685,3676,109891,109883,-,-,ITGAV,ITGA4,CD51|MSK8|VNRA|VTNR,CD49D|IA4,Co-localization,physical,Moon HE (2015),25792870,9606,9606,Low Throughput,-,-,-,PLA,-,BIOGRID,ENSG00000138448,ENSG00000115232
2297623,3690,3676,109896,109883,-,-,ITGB3,ITGA4,BDPLT16|BDPLT2|CD61|GP3A|GPIIIa|GT,CD49D|IA4,Co-localization,physical,Moon HE (2015),25792870,9606,9606,Low Throughput,-,-,-,PLA,-,BIOGRID,ENSG00000259207,ENSG00000115232
2297624,3685,3685,109891,109891,-,-,ITGAV,ITGAV,CD51|MSK8|VNRA|VTNR,CD51|MSK8|VNRA|VTNR,Co-localization,physical,Moon HE (2015),25792870,9606,9606,Low Throughput,-,-,-,PLA,-,BIOGRID,ENSG00000138448,ENSG00000138448
2297625,3690,3685,109896,109891,-,-,ITGB3,ITGAV,BDPLT16|BDPLT2|CD61|GP3A|GPIIIa|GT,CD51|MSK8|VNRA|VTNR,Co-localization,physical,Moon HE (2015),25792870,9606,9606,Low Throughput,-,-,-,PLA,-,BIOGRID,ENSG00000259207,ENSG00000138448
2297626,3685,3688,109891,109894,-,RP11-479G22.2,ITGAV,ITGB1,CD51|MSK8|VNRA|VTNR,CD29|FNRB|GPIIA|MDF2|MSK12|VLA-BETA|VLAB,Co-localization,physical,Moon HE (2015),25792870,9606,9606,Low Throughput,-,-,-,PLA,-,BIOGRID,ENSG00000138448,ENSG00000150093
2297627,3690,3688,109896,109894,-,RP11-479G22.2,ITGB3,ITGB1,BDPLT16|BDPLT2|CD61|GP3A|GPIIIa|GT,CD29|FNRB|GPIIA|MDF2|MSK12|VLA-BETA|VLAB,Co-localization,physical,Moon HE (2015),25792870,9606,9606,Low Throughput,-,-,-,PLA,-,BIOGRID,ENSG00000259207,ENSG00000150093
2297925,1969,1969,108288,108288,-,-,EPHA2,EPHA2,ARCC2|CTPA|CTPP1|CTRCT6|ECK,ARCC2|CTPA|CTPP1|CTRCT6|ECK,Two-hybrid,physical,Yao Z (2017),28065597,9606,9606,Low Throughput,-,-,-,MYTH assay,-,BIOGRID,ENSG00000142627,ENSG00000142627
2297972,1956,1956,108276,108276,-,-,EGFR,EGFR,ERBB|ERBB1|HER1|NISBD2|PIG61|mENA,ERBB|ERBB1|HER1|NISBD2|PIG61|mENA,Biochemical Activity,physical,Fan QW (2013),24135280,9606,9606,Low Throughput,-,Phosphorylation,-,-,-,BIOGRID,ENSG00000146648,ENSG00000146648
2297992,1956,1956,108276,108276,-,-,EGFR,EGFR,ERBB|ERBB1|HER1|NISBD2|PIG61|mENA,ERBB|ERBB1|HER1|NISBD2|PIG61|mENA,Affinity Capture-Western,physical,Li L (2014),24077285,9606,9606,Low Throughput,-,-,-,-,-,BIOGRID,ENSG00000146648,ENSG00000146648
